Product url,Product name,Price,Rating,Number of Reviews,Product Discription,ASIN,Manufacturer
amazon.in/Pagwin-Waterproof-Backpack-College-Business/dp/B09VZC6C8W/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&sprefix=ba%2Caps%2C283&sr=8-180,Pagwin 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (PG-0025)  ,599,3.2 out of 5 stars,43,"[' Care Instructions: Wipe with Dry Cloth  ', ' Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex  ', ' Material : Nylon Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps  ', ' Two Side Water Bottle Pockets || Two Main Compartment And A Front Pocket  ', ' Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks  ', ' Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry  ']",B09VZC6C8W,FLYING TRENDS
amazon.in/Cosmus-Atomic-Compartment-Large-Laptop/dp/B077XF8TJ9/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1658591870&smid=A20PVHIS8DLHRJ&sprefix=ba%2Caps%2C283&sr=8-179,Cosmus Atomic Dx 3 Compartment Large Laptop Bag Polyester Laptop Backpack  ,"1,771",4.4 out of 5 stars,"3,847","[' 3 Compartments + 1 large Front Pocket; Made in India. Outer Fabric: PU coated Water Resistance 1680D and 1000D combination  ', ' Dimension: 18.75x12.75x9.5 [HxWxD] in inches Capacity: 37L  ', ' Free Rain cover in bottom zipper pocket; Warranty: 1 year Warranty against manufacturing defects.  ', ' Special Features: Integrated Rain Cover; Pattern Name: Solid; Style Name: Travel Backpacks; Color Name: Atomic Dx - Black; Age Range Description: Adult  ', ' Pattern Name: Solid; Age Range Description: Adult; Special Features: Integrated Rain Cover; Style Name: Travel Backpacks  ']",B077XF8TJ9,Visit the COSMUS Store
amazon.in/Capriff-Waterproof-Backpack-Adjustable-Compartment/dp/B09YRR58YQ/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1658591870&sprefix=ba%2Caps%2C283&sr=8-180,"Capriff Unisex Waterproof Laptop Bag/Backpack with Rain Cover, Adjustable Strap & 2 Compartment (Teal, 35 L)  ",729,3.6 out of 5 stars,7,"[' It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc  ', ' COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability.  ', ' ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.  ', ' Capacity: 35Litres; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.  ', ' Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away.  ']",B09YRR58YQ,CapriffIndia™
amazon.in/Lavie-Sport-Maroon-Casual-Backpack/dp/B083KSWS2J/ref=sr_1_181?crid=2M096C61O4MLT&keywords=bags&qid=1658591870&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-181,Lavie Sport Swing 34 litres Casual Backpack | School College Bag for Boys & Girls  ,769,4.2 out of 5 stars,101,"[' The SWING School backpack from Lavie Sport is a unique backpack built with water repellent harlequin polyester fabric, premium interior lining for added strength and reliable performance  ', ' This backpack offers raincover, multi-purpose 4 slot organizer, padded back for comfort, 3 spaciuos zippered compartments & external fabric pockets to hold bottles, umbrella etc  ', ' It features padded back for comfort and adjustable shoulder straps that helps to distribute the weight of the pack  ', ' External Dimension: 33 x 21 x 49 cm (LxWxH), Capacity – 34 litres.  ', ' Manufacturer warranty - 12 months  ']",B083KSWS2J,Visit the Lavie Sport Store
amazon.in/Storite-Lightweight-Travel-Bag-20x15-5x8-5/dp/B07GB9PKXB/ref=sr_1_182?crid=2M096C61O4MLT&keywords=bags&qid=1658591870&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-182,Storite Women's Lightweight Foldable Rexine Travel Handbag Storage Carrying Bag (50 x 20x 38 cm) Off White  ,469,4.0 out of 5 stars,846,"[' Material: Rexine. Size: LxHxW: 50 x 38 x 20 cm. Liter Size : 38 L. A spacious travel bag that is sure to keep all your belongings safe and organized while you are on the move.  ', ' Multipurpose:You can use it when shopping, home organizing, travelling, storage,etc. Save your time and space with big capacity. Can attach on the draw bar of suitcase, luggage etc.  ', ' Durable Material, High Quality: Made of high quality Rexine Material, soft and smoothly touching feelings;high quality zippers. High workmanship and quality control.Durable and Fashionable.  ', ' Convenient Human Design:Spacious capacity,lightweight and foldable with one additional small zipper pocket. Convenient for your travelling around and organize all your clothes, socks, Toiletry makeups,etc.  ', "" Luggage Handle through This Bag's Pocket:This Cabin Approved Flight Bag can be fixed stably on your suitcase or luggage handle when you are travelling outside and Unfold at the airport to avoid extra baggage charges.  ""]",B07GB9PKXB,Visit the Storite Store
amazon.in/Ritzy-Waterproof-Hi-Quality-External-Resistant/dp/B09Q172X7J/ref=sr_1_183?crid=2M096C61O4MLT&keywords=bags&qid=1658591870&sprefix=ba%2Caps%2C283&sr=8-183,"Walkent Ritzy 15.6 inches Waterproof Laptop Bag - Hi-Quality PU, Anti Theft Design, External USB, Scratch Resistant  ","2,690",4.6 out of 5 stars,19,"[' PACKAGE CONTENT - 1pc Ritzy Laptop Bag (Beige) | Size - 44*31*17 cm | Weight – 1080 g | Volume - 28L  ', ' LOTS OF STORAGE SPACE – Padded computer compartment can hold 15.6 Inch, 14.3 Inch, 13.3 Inch laptop along with other things of daily necessities  ', ' HIGH QUALITY PU - Premium PU finish makes this laptop bag outstanding and glamorous  ', ' WATER RESISTANT & SCRATCH RESISTANT – Special padded compartments to store Laptop, Ipad, Tablet etc... With over 10 pockets, there is a place for everything. Outer polyester material and hidden zipper make this bag waterproof  ', ' ANTI THEFT WITH COMFORT SHOULDER STRAP – Anti theft features like hidden pockets, hidden zippers and many more make this bag safe for travelling or office. Padded back and shoulder strap make carrying heaviest loads easy  ']",B09Q172X7J,Visit the WALKENT Store
amazon.in/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794/ref=sr_1_184?crid=2M096C61O4MLT&keywords=bags&qid=1658591870&sprefix=ba%2Caps%2C283&sr=8-184,Truvic Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Black)  ,460,3.4 out of 5 stars,562,"[' Made from Polyster material with light weight. Capacity 30 ltrs. Demension (LxWxH) (13x6.5x19) inch.; 2 Spacious compartments for your notebook, Book, Files, Documents with front pocket organizer in which Pen, Mobile, Keychain, Wallet, Pen drive and other little accessories can easily carried out. Side pocket can hold 1 ltr water bottle.  ', ' Back compartment is well consigned laptop compartment with padding for up to 15.6” laptop. Cushioned laptop compartment provide premium comfort and securable for your laptop.  ', ' Featuring well cushioned padded handles & shoulder strap. Excellent and stylish designing with light weight. Easy to carry with spacious & enough for your daily use.  ', ' Used for – Laptop Bag, 15.6” laptop bag, Laptop bag pack, Laptop bags for men and women, school bags, collage bags, casual bag, bagpacks, tuition, office as well as your daily use.  ', ' Age Range Description: Adult  ']",B08DLL3794,Truvic
amazon.in/NEEDLE-CRAFT-Waterproof-Backpack-Business/dp/B08YZBRDF5/ref=sr_1_185?crid=2M096C61O4MLT&keywords=bags&qid=1658591870&sprefix=ba%2Caps%2C283&sr=8-185,NEEDLE CRAFT 30 Liter Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag for Unisex (Black)  ,619,3.9 out of 5 stars,113,"[' 1. A perfect 6 colors School, College and Daily Use office bag The Back Is Full Padded. The Shoulder Straps Are Padded And Adjustable. It is light weight also & you can use it when you are travelling as like backpack. The bag is extensive, elegant and comfy to carry. Adjustable shoulder straps. Side pockets for keeping  ', ' 2. SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside, with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.  ', ' 3. Closure Type : Zipper || Gender : Unisex || Free Rain Cover (Heavy Quality)  ', ' 4. OTHER FEATURES: Internal Organizer , Heavy Quality Zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Reflector Logo  ', ' 5. PREMIUM FABRIC: Premium Polyester, Stylish and durable backpack for school /college/ office and travel. Easily accommodate a laptop.  ']",B08YZBRDF5,NeedleCraftStore
amazon.in/HeartInk-BlackPink-Backpack-Charging-Headset/dp/B09415XMH6/ref=sr_1_186?crid=2M096C61O4MLT&keywords=bags&qid=1658591870&sprefix=ba%2Caps%2C283&sr=8-186,HeartInk BlackPink KPOP Theme Fan Art Laptop Bag Casual School Backpack With USB Charging and Headset Port - HIKBPBG01  ,"1,599",3.3 out of 5 stars,12,"[' Made of superior polyester material, durable and practical to use  ', ' Thicken breathable strap design and adjustable shoulder padded straps, comfortable to carry  ', ' Large capacity design of the bag, most of your daily necessities can be loaded.  ', ' With USB and Headset Port Hole; Included 2 Lines One for Charging And One for Headset Extension; Pattern Name: Solid; Closure Type: Zipper Snap  ']",B09415XMH6,Visit the HeartInk Store
amazon.in/ZAmaizoom-Laptop-Bags-Waterproof-College-Students/dp/B08X3QWKMW/ref=sr_1_189?crid=2M096C61O4MLT&keywords=bags&qid=1658591870&sprefix=ba%2Caps%2C283&sr=8-189,"ZAmaizoom 30 Ltrs Waterproof Laptop Bag for Men Women Boys Girls/Office School College Teens , Students with Free RAIN Cover  ",699,3.8 out of 5 stars,902,"[' Blue in colour so that it does not catch dust easily || Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit up to 15.6 inch all companies laptop.  ', ' It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc; Capacity: 30 Litres, Weight: 0.45kg; Dimensions: 48cm x 33cm x 27cm ; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.  ', ' Color :Blue|| Closure Type : Zipper || Gender : Unisex || Free Rain Cover (Heavy Quality) || Two Side Water Bottle Mesh Pockets || Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away  ', ' This backpack is made to used for boys, girls, men, women. This bag is very good for boys and girls of age between 11 to 16 years because it has enough space to carry all books and accessories and it is very comfortable and stylish.; Age Range Description: Adult; Pattern Name: Solid  ']",B08X3QWKMW,Jack AndJill
amazon.in/Storite-Sling-Bag-Shoulder-25-5cmx7cmx20cm/dp/B09P3RQPCG/ref=sr_1_190?crid=2M096C61O4MLT&keywords=bags&qid=1658591870&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-190,"Storite Stylish PU Leather Sling Cross Body Travel Office Sling Bag, One Side Shoulder Bag for Men Women (25.5cmx7cmx20cm, Dark Brown)  ",799,4.2 out of 5 stars,101,"[' High Quality Material : This bag has main interior compartment with flap top closure for added security. messenger bag has elegant design long-lasting, light weight and a fine quality Material. Shoulder strap that can be slung comfortably across the body.  ', ' Compartments Exterior : Coffee Brown flap With Buckle Closure. 1 zipper pocket in the back. 1 Front Zipper Pocket. Interior: 1 main compartment with 1 Security zipper Pocket, 1 Padded pocket for Tablet .This messenger bag is perfect for travellers, students, everyone in-between. Well located compartment and zipper pockets allow anyone to get belongings in organized way.  ', ' Water, Dirt & Slash Resistant : Compact yet spacious sling bag for men and women -for Padded pockets 9"" tablet shoulder side sling bag. It is use for carry camera, tablet, wallet, keys, phone. Ideal applications: outdoor travels, college, office, casual outing, outdoor sports (hiking, camping, climbing, running, cycling, bike riding), travel, trips or so on.  ', ' Crossbody Shoulder Strap : Carry your crossbody bag securely thanks to the Sholder strap . Wear it on your shoulder or across your body for added protection against pickpockets & purse snatchers, no compression feeling.  ', ' Ideal for : Perfect Gift With a mutlipurpose use and a classy look, this bag is a great gift idea for Fathers Day , Birthdays , Valentines Day , Festivals, Graduation, or any occasion which calls for a gift .  ']",B09P3RQPCG,Visit the Storite Store
amazon.in/Funk-Hire-Leatherette-Backpack-Shoulder/dp/B08XJW8M18/ref=sr_1_191?crid=2M096C61O4MLT&keywords=bags&qid=1658591870&sprefix=ba%2Caps%2C283&sr=8-191,"Funk For Hire Leatherette Printed 2 in 1 Backpack Shoulder Bag Handbag fit up to 15.6"" Laptop  ","2,023",4.5 out of 5 stars,84,"[' Trendy & Professional Style - Good Quality Leatherette Bag with Fun and Quirky print digitally printed on it. The bag is efficiently completed internally with waterproof nylon lining. Compact and well-cushioned 15.6"" screen size Laptop Sleeve Slot pocket with an elastic strap closure keeps the laptop secure to back side of the Bag. The entire Bag is designed to provide ultimate protection for your device against scratches and accidental bumps.  ', ' Spacious - The Bag houses two spacious compartments with respective Zip Closure. The front compartment has a zip pocket inside, and the back compartment has an attached Laptop carrying case. An additional spacious zipper pocket is provided at the back of the Bag, that can fit in the Backpack strap when not in use or/and can be used as an easy to access storage pouch.  ', "" Versatile - The bag can be carried as a Shoulder handbag or as a Backpack. The bag is provided with 2 detachable sturdy shoulder Handbag straps to carry the well stuffed bag on the shoulder. The well-padded Backpack strap give good support and comfort to both shoulder and back. It’s a perfect mobile office carry-on option for today's tech-savvy travelers.  "", ' Dimension of the Laptop sleeve: Length (Horizontal) - 15 inch x Height - 11 inch x Width - 1.25 inch. The bag is ideal for most of the popular 15.6 inches laptop models available in the market. It is not designed for specific device or model. So please check your device dimensions against the sleeve size to ensure size-fit.  ', ' Dimension of the Laptop Bag - Length (Horizontal) – 15-inch x Height - 12-inch x Width - 3.5 inch. The Bag is functional and spacious in construct suitable for carrying your Laptop and its accessories and other essentials like Mobile and its charger, pen drive, files, folders, power bank, tablets, camera and more.  ']",B08XJW8M18,Funk For Hire
