Product url,Product name,Price,Rating,Number of Reviews,Product Discription,ASIN,Manufacturer
amazon.in/Finer-Nylon-Grey-School-Backpack/dp/B078MRP6K9/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1658591719&sprefix=ba%2Caps%2C283&sr=8-152,Finer Casual Backpack|Soft Trendy College Backpack for Men Boys| Laptop Backpack|Water Resistant Bags|Shoulder Travel Bag (with raincover)  ,884,3.9 out of 5 stars,"2,104","[' Please Check The Size And Images Before Order  ', ' Outer and Inner Material:Import Polyester, Waterproof: Yes. Colour: Navy Blue and Grey.  ', ' Laptop Capability: Yes, Laptop Size:16, Strap Type: Thick curved padded design to reduced weight and neck pain.  ']",B078MRP6K9,Visit the FINER Store
amazon.in/Comfabie-Casual-Waterproof-Laptop-Bag/dp/B0B1XJWJ37/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1658591719&sprefix=ba%2Caps%2C283&sr=8-153,Comfabie 35 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment  ,749,3.9 out of 5 stars,32,"[' It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc  ', ' Capacity: 35Litres; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.  ', ' This backpack is made to used for boys, girls, men, women and kids. This bag is very good for boys and girls of age because it has enough space to carry all books and accessories and it is very comfortable and stylish.  ', ' Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away.  ']",B0B1XJWJ37,Brand: Comfabie
amazon.in/Lify-Womens-Shoulder-Crossbody-Handbag/dp/B09JWMW646/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1658591719&smid=A2DJLQC04ZQTUY&sprefix=ba%2Caps%2C283&sr=8-154,Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece  ,267,3.8 out of 5 stars,594,"[' Size: 13’’(33CM) X 13’’(33CM)| Quantity:- 1 Piece | Material: Cotton Canvas | Color: Black; Many ways to carry: This canvas can be a shoulder bag, a crossbody bag or a tote bag. Easy to match your garments. Material: this shoulder bag is made of soft canvas, very light and durable for daily use.  ', ' Size Details: 13""Inches x 3"" Inches x 13"" Inches, handle drop: 15""Inches (Fully Adjustable). You can refer to the size in the image as well. The length of strap is fully adjustable.  ', ' Big Capacity - Zip Closure. There is a big room inside the bag, with 2 open small pocket for small things, this bag has a high utility rate of space. Holds daily necessities like phone, wallet, Ipad, books, etc.  ', "" Simple, casual and light, it's perfect for daily use like work, travel, shopping. Gift wishes.; Department Name: Womens  "", ' Age Range Description: Adult; Outer Material Type: Rattan  ']",B09JWMW646,Visit the Lify Store
amazon.in/Grazia-Laptop-Bag-All-Size/dp/B08SMKF3WP/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1658591719&sprefix=ba%2Caps%2C283&sr=8-157,"Grazia Laptop Bag for All Size (Black, 15.6 Inch)  ",495,3.1 out of 5 stars,60,"[' Closure: Zipper  ', ' Package Contain: 1 pc laptop bag  ', ' Color: black  ', ' Waterproof: Yes  ', ' Ideal for daily commute  ', ' Easy to carry and easy on shoulders  ']",B08SMKF3WP,Shopper''s hub
amazon.in/Best-Deal-Laptop-Bags-Dell/dp/B01JRNQDVA/ref=sr_1_158?crid=2M096C61O4MLT&keywords=bags&qid=1658591719&sprefix=ba%2Caps%2C283&sr=8-158,Best Deal Laptop Bags for HP/Dell Etc.  ,390,3.2 out of 5 stars,287,"[' Water Proof Fabrics  ', ' Perfect fit for carrying your laptop, it also means a stylish accessory for your daily lifestyle  ', ' The shoulder straps are also heavily padded to feel extremely comfortable even when the bag is fully loaded  ', ' The classy and affordable bag is very comfortable to carry and is highly durable for all college goers  ']",B01JRNQDVA,Deewan  Enterprise
amazon.in/Touristiano-Resistant-College-Computer-Backpacks/dp/B08W2C3QKM/ref=sr_1_159?crid=2M096C61O4MLT&keywords=bags&qid=1658591719&sprefix=ba%2Caps%2C283&sr=8-159,"Touristiano Water Resistant College School Book Bag Laptop Computer, Travel Backpacks Laptop Bag for Women Men (Grey) (Navy Blue)  ",525,3.1 out of 5 stars,571,"[' Made from durable water resistant polyester; Simple Modern Legacy Backpack is ideal for school, work, traveling, and everyday use for men, women and kids.  ', "" Backpack material was chosen to eliminate weight so that it won't hold you back  "", ' The shoulder straps are also heavily padded to feel extremely comfortable even when the bag is fully loaded  ', ' Special Features: Laptop Compartment; Pattern Name: Plaid; Age Range Description: Adult; Closure Type: Zipper  ', ' Pattern Name: Plaid; Age Range Description: Adult; Special Features: Laptop Compartment; Closure Type: Zipper  ']",B08W2C3QKM,TOURISTAINO
amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07TDTPRJ9/ref=sr_1_160?crid=2M096C61O4MLT&keywords=bags&qid=1658591719&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-160,Isle Locada By Hidesign Women's SLING BAG(MARSALA/BROWN)  ,"1,899",4.4 out of 5 stars,250,"[' Leather material red colored sling bag  ', ' 18 centimeters height x 20 centimeters length x 8 centimeters width  ', ' Zip closure with handle  ', ' 2 compartments and 1 pocket  ', ' 1 year domestic warranty against manufacturing defects  ']",B07TDTPRJ9,Visit the Isle Locada by Hidesign Store
amazon.in/Deal-Polyester-Backpack-Computer-Resistant/dp/B08RC39B71/ref=sr_1_161?crid=2M096C61O4MLT&keywords=bags&qid=1658591719&sprefix=ba%2Caps%2C283&sr=8-161,"The Deal Men's 15.6 Inch Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue)  ",399,3.5 out of 5 stars,377,"[' Made from durable water resistant polyester  ', ' Simple Modern Legacy Backpack is ideal for school, work, traveling, and everyday use for men, women and kids.  ', ' This durable and lightweight backpack can keep you sorted throughout the day while also being super stylish  ', ' The shoulder straps are also heavily padded to feel extremely comfortable even when the bag is fully loaded  ']",B08RC39B71,Fastriva
amazon.in/Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL/ref=sr_1_162?crid=2M096C61O4MLT&keywords=bags&qid=1658591719&sprefix=ba%2Caps%2C283&sr=8-162,Wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -  ,499,3.9 out of 5 stars,94,"[' Crossbody Lapotop Messenger Bag Comes with 14.1 Inch Laptop Compartment and 3 Zip Compartment and One Velcro Pocket for your electronic gadget accessories.  ', ' Material: Heavy Duty Military Style Water Proof PU Fabric with zipper. Its padded storage is resistant to dirt and even a slash by sharp objects, so you don’t have to worry about anything.  ', ' Product Size: 14*11*2.5 Inch ,Weekender sling Bag is perfect to impress everyone with its excellent quality and unique design.; Made in India product , Consisting of premium quality stitching and high grade zippers, this sling ensures long lasting durability & strength.  ', ' You can use this bag as a messenger bag, shoulder bag, suitable for your office, college, outdoor travels, university, meeting, and business for everyday use.  ', ' Outer Material Type: Polyurethane  ']",B09KV7Y3KL,Brand: Wooum
amazon.in/ZAmaizoom-Laptop-Bags-Waterproof-College-Students/dp/B08X3PMS1C/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1658591719&sprefix=ba%2Caps%2C283&sr=8-163,"ZAmaizoom 30 Ltrs Waterproof Laptop Bag for Men Women Boys Girls/Office School College Teens , Students with Free RAIN Cover  ",649,3.8 out of 5 stars,902,"[' Blue in colour so that it does not catch dust easily || Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit up to 15.6 inch all companies laptop.  ', ' It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc; Capacity: 30 Litres, Weight: 0.45kg; Dimensions: 48cm x 33cm x 27cm ; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.  ', ' Color :Blue|| Closure Type : Zipper || Gender : Unisex || Free Rain Cover (Heavy Quality) || Two Side Water Bottle Mesh Pockets || Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away  ', ' This backpack is made to used for boys, girls, men, women. This bag is very good for boys and girls of age between 11 to 16 years because it has enough space to carry all books and accessories and it is very comfortable and stylish.; Pocket Description: Utility Pocket; Pattern Name: Solid  ']",B08X3PMS1C,Jack AndJill
amazon.in/Generic-PIKACHU-toddler-cartoon-backpack/dp/B09Q9BQTCW/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1658591719&sprefix=ba%2Caps%2C283&sr=8-164,Generic PIKACHU Kids School Bag/ Yellow/ kids toddler plush animal cartoon mini travel bag backpack for baby girl boy 3-6 year  ,154,3.3 out of 5 stars,48,"[' Non-Toxic And Soft Fabric good quality and Washable  ', ' Soft And Cuddly Filling, Made By India And Printed Bag  ', ' Very Attractive To Make You Have A Good Feeling All The Time,  ', ' Gift this soft, smooth and cuddly teddy as a great gift to your loved one  ', ' Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag  ']",B09Q9BQTCW,RR-Enterprise
amazon.in/Storite-Leather-Sling-Chocolate-Brown/dp/B09CDP9RDB/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-163,"Storite Stylish PU Leather Sling Cross Body Travel Bag for Men Women (22x10x26.5 cm, Chocolate Brown)  ",899,4.0 out of 5 stars,112,"[' Sling Bag Dimensions – Length (Horizontal distance) - 22cm, Height – 26.5cm, Width – 10cm , Strap Length - 145cm.; Material: Made of PU Leather Material with zipper. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you don’t have to worry about anything.  ', ' Crossbody bag Structure: A total of 2 main Zipper Pocket with 1 Inner Zip Pocket and 1 Back Side Pocket for other accessories, 2 Zipper pocket front side with 2 handles.  ', ' Ideal Application: Use this bag as a messenger bag, shoulder bag, suitable for your outdoor travels, meeting, and for everyday use.  ', ' Disclaimer: The product in image may appear bigger or smaller than the real product. To analyze the size accurately, kindly read the dimension and check with any scale available to you before placing order.; Outer Material Type: Faux Leather  ', ' Department Name: Unisex-Adult  ']",B09CDP9RDB,Visit the Storite Store
amazon.in/Fancyku-Bangtan-Backpack-Shoulder-Charging/dp/B07L4GYKH9/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&sprefix=ba%2Caps%2C283&sr=8-164,Fancyku Kpop BTS Bangtan Boys Casual Backpack Daypack Laptop Bag School Bag Bookbag Shoulder Bag with USB Charging Port(Black 3)  ,"1,188",4.1 out of 5 stars,383,[' Size: about 32 x 15 x 45cm / 11.9 x 5.91 x 17.7inch  '],B07L4GYKH9,Visit the Fancyku Store
amazon.in/ADISA-Womens-Girls-Crossbody-SL5099-GRN_Green/dp/B0B1XPC4D6/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&sprefix=ba%2Caps%2C283&sr=8-165,ADISA Women's Girls Party Sling Bag Crossbody  ,499,4.3 out of 5 stars,21,"[' Outer Material: PU / Synthetic Leather  ', ' Closure: Magnetic  ', ' Pockets: 1, Compartments: 1  ', ' Height Adjustable Sling belt  ', ' Dimensions: LxWxH - 7.25 x 2.5 x 6.25 inches  ']",B0B1XPC4D6,Visit the ADISA Store
amazon.in/WALKENT-Waterproof-Camo-Anti-theft-Multifunction/dp/B09DLD27WS/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&smid=A126RTK7LOTS0U&sprefix=ba%2Caps%2C283&sr=8-166,"WALKENT Laptop Bag - Anti-Theft, Waterproof, Expandable, External USB for Men Women by Arctic Hunter  ","1,150",4.1 out of 5 stars,127,"[' Care Instructions: Wipe with Damp Cloth  ', ' LOTS OF STORAGE SPACE & POCKETS – Padded computer compartment can hold 15.6 Inch, 14.3 Inch, 13.3 Inch laptop along with other things of daily necessities, tech electronics accessories  ']",B09DLD27WS,Visit the WALKENT Store
amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B09B7KC93T/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&sprefix=ba%2Caps%2C283&sr=8-167,HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)  ,"1,099",4.2 out of 5 stars,642,"[' Material: Nylon, Inner Material: Polyester, Capacity: 35 Liters, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,  ', ' 2 compartments and 6 pockets Backpack with glossy finis; Separate laptop compartment  ', ' Internal compartments with organizer pockets and internal divider for organization  ', ' Style Name: Travel Backpacks; Closure Type: Zipper  ', ' Closure Type: Zipper; Style Name: Travel Backpacks  ']",B09B7KC93T,A. H. Creation
amazon.in/Okami-Wolf-ZenPack-Unisex-adult-Charging/dp/B09PRH27MV/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&sprefix=ba%2Caps%2C283&sr=8-168,Okami Wolf ZenPack Unisex-adult Laptop Bag with USB Fast Charging (Black)  ,"2,799",4.5 out of 5 stars,97,"[' The ZenPack Lite comes equipped with a dedicated laptop compartment for laptops up to 15.6"" and additional padded storage for a tablet up to 11"" screen size. A spacious main compartment and organisation.  ', ' Patented OkamiTech Gen-3 Charging System, integrated Fast-Charging for smart devices with Weather Shield cover to protect from rain and dust damage.  ']",B09PRH27MV,Visit the Okami Wolf Store
amazon.in/Grear-Office-Laptop-School-Multipurpose/dp/B093QBPJVH/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&sprefix=ba%2Caps%2C283&sr=8-169,Grear Office Laptop Bag/School Bag/Multipurpose Bag for Men & Women  ,425,3.8 out of 5 stars,29,"["" SIZE AND CAPACITY: 17'' x 11.8'' x 5'' . Laptop backpack compartment for 12 in-15.6 in laptop/macbook/notebook. Tablet compartment for 7 in-9.7 in ?tablets  "", ' HIGH-QUALITY MATERIAL BACKPACK: Our laptop school backpack made of high-quality, water-repellent, Durable and Sturdy Oxford cloth .For extra durability, the material is waterproof, tear-resistant and scratch-resistant.?Note that it can only prevent light rain and splashing water?  ', ' SPONGE SHOULDER STRAPS and LUGGAGE BELT: Ergonomic and lightweight adjustable shoulder straps and back side comes with comfortable and breathable sponge mesh design, relieves the stress of your shoulder. ventilated padding with multiple plates offers you maximum back support. A luggage strap allows you to attach a backpack to your suitcase. Very good for travel or daily use.  ', ' Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and etc;; Suitable for school backpack, a nice choice for college backpack for men and women, also fit for high school backpack, middle school backpack, it can fit your 15.6 inch, 15 inch or 14 inch laptop, books, 4A file, binders, folders and other essentials of school, it must be your best college student backpack;; Pattern Name: Floral; Age Range Description: Adult  ']",B093QBPJVH,Adiba Fashion Hub
amazon.in/PLAYY-BAGS-Backpack-College-Students/dp/B099N8JRVJ/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&sprefix=ba%2Caps%2C283&sr=8-170,PLAYY BAGS Large 35 L Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students(Navy Blue)  ,549,2.8 out of 5 stars,41,"[' COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women  ', ' PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop.  ', "" PROUDLY MADE IN INDIA: PLAYY BAGS is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.  "", ' Wide & cushioned shoulder strap for comfort  ', ' Well padded at the back to provide support  ']",B099N8JRVJ,OL SKOOL BAGS
amazon.in/ZAmaizoom-Laptop-Bags-Waterproof-College-Students/dp/B08Y8JSKRQ/ref=sr_1_173?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&sprefix=ba%2Caps%2C283&sr=8-173,"ZAmaizoom 30 Ltrs Waterproof Laptop Bag for Men Women Boys Girls/Office School College Teens , Students with Free RAIN Cover  ",649,3.8 out of 5 stars,903,"[' Blue in colour so that it does not catch dust easily || Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit up to 15.6 inch all companies laptop.  ', ' It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc; Capacity: 30 Litres, Weight: 0.45kg; Dimensions: 48cm x 33cm x 27cm ; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.  ', ' Color :Blue|| Closure Type : Zipper || Gender : Unisex || Free Rain Cover (Heavy Quality) || Two Side Water Bottle Mesh Pockets || Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away  ', ' This backpack is made to used for boys, girls, men, women. This bag is very good for boys and girls of age between 11 to 16 years because it has enough space to carry all books and accessories and it is very comfortable and stylish.; Pattern Name: Solid  ']",B08Y8JSKRQ,Jack AndJill
amazon.in/POLESTAR-Backpack-compartment-suitable-warranty/dp/B09XT8DF2H/ref=sr_1_174?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-174,"POLESTAR Dynamic 25 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, suitable for both men & women, stylish & durable, 1 year warranty  ",713,3.7 out of 5 stars,45,"[' ✅DIMENSIONS: 30 Cm x 17 Cm x 48 Cm, CAPACITY: 25 Litres  ', ' ✅NUMBER OF COMPARTMENTS: 1 full size compartments & 2 side pockets, 1 front accessory pocket, LAPTOP COMPARTMENT: Spacious laptop compartment , LAPTOP SIZE: 13 to 15.6 inches  ', ' ✅MATERIAL: Polyester, Water Resistant, COLOR: Black & White  ', ' ✅SPECIAL FEATURES: Ergonomic design, lightweight, breathable back with padded adjustable straps, smooth & durable zippers, haul loop for hanging, 2 bottle/ umbrella easy access pockets, front accessory pocket  ', ' ✅CONSUMER: Suitable for men, women, students, teens, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product  ']",B09XT8DF2H,Visit the POLESTAR Store
amazon.in/COSMUS-WEBSTAR-LAPTOP-BACKPACK-BAGPACK/dp/B08D7CQCVG/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&smid=A20PVHIS8DLHRJ&sprefix=ba%2Caps%2C283&sr=8-175,COSMUS WEBSTAR 45 CM LAPTOP BACKPACK 35 LTRS LARGE SCHOOL BAG / TRAVEL BAGPACK (NAVY)  ,"1,115",4.2 out of 5 stars,695,"[' LARGE CAPACITY AND RGANIZED: Large School backpack with Laptop Compartment and organization for Books & other items. 3 spacious main compartments with many hidden pockets can accommodate lots of stuff like School/college supplies, travel accessories, clothes, stationery, notebook, cord organizer, Side elastic net pockets conveniently hold travel gear umbrellas or water bottles. A great back to school gifts for students  ', ' DURABLE MATERIAL: Extra-large backpack: 18x12.75x9 (inches), Capacity: 35L separate laptop compartment hold for 15.6 inches Laptop. The Large backpack made from high quality polyester fabric shockproof with high density nylon lining for better TEAR and WATER RESISTANT and heavy duty backpack.  ', ' PRACTICAL AND CONVENIENT: This big backpack is perfect for indoor/outdoor activities. This Large Backpack can be served as a durable Travel backpack, large school backpack for Teen Boys/Girls, large laptop bag or spacious college backpack. Perfect travel gifts for men who like international travel, camping, hiking, and overnight trip. Best student backpack with a sturdy rugged handle at top for carrying.  ', ' COMFORTABLE: This Large backpack with air ventilation design help for air convection, ventilation and heat elimination. Comfortable wide breathable mesh shoulder straps with plentiful sponge pad help relieve the stress from your shoulder. Both sides of the shoulder strap with ergonomic design for load balancing.; WARRANTY: Cosmus Branded Backpack comes with One year Manufacturer Warranty.  ', ' Special Features: Water Bottle Umbrella Pouch; Pattern Name: Solid; Age Range Description: Kid  ']",B08D7CQCVG,Brand: COSMUS
amazon.in/KLEIO-Quilted-Travelling-Crossbody-HO8030KL-BL/dp/B09KXD6KTZ/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&smid=ADZ4UR3C94Q2E&sprefix=ba%2Caps%2C283&sr=8-176,KLEIO Quilted Travelling Crossbody Sling Bag For Women/Girls (HO8030KL)  ,"1,168",4.4 out of 5 stars,113,"[' MATERIAL & DESIGN: Add effortless style to your daily ensembles with this PU Quilted Crossbody Handbag from KLEIO. This Sling handbag with a sturdy and structured crafted with premium PU and polyester lining has plenty of space to store all your essentials. Gold-tone durable exterior hardware, smooth zipper and dual color sling making it extremely stylish.  ', ' STRUCTURE & UTILITY: It features two main zipper-top main compartment to keep items from spilling out, which opens to reveal a roomy interior with a back wall zip pocket to keep your small necessities neatly organized. With adjustable sling you can simply pick it up and go, for hands-free carry. Strap drop (68 cm)  ', ' CAPACITY: Product dimension (7.5X2.5X5.5 inch )Fit your everyday necessities without having to dig around. You can carry mobile, sunglasses, sanitizer, mask, perfumes, keys, small wallet, charger, headphones, makeup etc.  ', ' OCCASION: Perfect for dating, college, shopping, working, traveling, vacation, lunches, parties, movies and other occasions  ', ' CARE : 6 months warranty for manufacturing defects. As it is a new item, sometimes there maybe little smell but it will go away after few days by putting in open air. Do not wash. You can use wet neutral colored cloth to wipe clean it. Please confirm the size as per our description instead of product image. Measurement is done manually and may vary by 1"". Do allow little color difference from actual product as it may vary due to color reflection in different monitor, light, background etc.  ']",B09KXD6KTZ,Hours Overseas Pvt Ltd
amazon.in/Happy-Laptop-Backpack-Women-School/dp/B091FZKFF2/ref=sr_1_177?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&sprefix=ba%2Caps%2C283&sr=8-177,My Fav Digital Print School Bag for Boys & Girls / Laptop Backpack for Men Women  ,"1,000",4.5 out of 5 stars,14,"[' Perfection: A perfect pick for daily use, this Trending Backpack can securely be used to carry mobile phone, cards, cosmetics, umbrella and other daily essential things in a safe, secure and arranged manner.  ', ' Stylish & Fashionable: This bag is designed for modern fashion-conscious individuals who desire style along with functionality. It is a perfect mid-sized bag to carry all the daily essentials while using it as a fashion daypack, mini travel bag, college backpack etc.  ', ' Product Material: It is made using the finest grade material inner fabric to ensure durability at its best. Besides, it has sturdy, non-slip, and comfortable top loop handle as well as adjustable straps at its back to ensure you look cool everywhere - be it shopping, traveling, work or date.  ', ' Bag Compartments: This stylish shoulder carry backpack contain different compartments and carry anything and everything you want in a secure and arranged manner that fits into this premium backpack.  ', ' Zip closure with adjustable strap.  ']",B091FZKFF2,Visit the MY FAV Store
amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B08RB3ZSLH/ref=sr_1_178?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&sprefix=ba%2Caps%2C283&sr=8-178,Half Moon 35 L Casual Waterproof 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (Black)  ,799,4.0 out of 5 stars,139,"[' SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside, with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.  ', ' COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women  ', "" PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm.; PROUDLY MADE IN INDIA: Half Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.  "", ' OTHER FEATURES: Rain Cover , Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Reflector Logo  ', ' Special Features: Back Padding  ']",B08RB3ZSLH,Brand: Half Moon
amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7D2ZFX/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1658591803&smid=A20PVHIS8DLHRJ&sprefix=ba%2Caps%2C283&sr=8-179,Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Navy College Bag  ,"1,240",4.2 out of 5 stars,"1,152","[' LAPTOP BACKPACK with USB PORT: With built in USB Port, this laptop backpack offers you a more convenient way to charge your phone while on the go. It accommodates laptops up to 15.6 inches. Perfect for daily commuters, college students and office use.; DURABLE DESIGN: This Business Laptop backpack made of water-repellent polyester fabric and streamlined design with a padded interior to protect your laptop  ', ' COMFORTABLE FIT: This Minimalist Design Laptop backpack has a padded back panel and fully adjustable shoulder straps making it comfortable for all day use, plus Two quick access front zippered pockets for extra storage. Dimensions: 18.5 x 13 x 6.5 inches. Capacity: 26 Litre  ', ' CONVENIENT STORAGE: In addition to the laptop compartment, there are Separate Portable Zippered Pouch for All Small Gadgets, HDD, Power Bank, USB Cables, Power Adapters. Main compartment has organizer section with many to keep your pens, business cards, pendrive and other small items in organised way.  ', ' MADE IN INDIA : We Made this Elegant Laptop Bag in Our own Factory located in Mumbai. We offer 1 Year Manufacturer Warranty FREE NO-TOUCH DOOR OPENER: This Door Opener Keychain can be used to avoid touching surfaces contactless. Use it on door handles, ATM keypads, elevators, retail checkout payment pads etc; Closure Type: Zipper Snap; Age Range Description: Adult; Pattern Name: Solid  ', ' Pattern Name: Solid; Closure Type: Zipper Snap; Age Range Description: Adult  ']",B08D7D2ZFX,Visit the COSMUS Store
